"Gene","Neratinib","Vorinostat","Bortezomib","Number.of.drugs"
"DSCR3",TRUE,FALSE,FALSE,1
"DSG2",TRUE,FALSE,FALSE,1
"DSG3",TRUE,FALSE,FALSE,1
"DSP",TRUE,FALSE,FALSE,1
"DST",TRUE,FALSE,FALSE,1
"DTNA",TRUE,FALSE,FALSE,1
"DTNBP1",TRUE,FALSE,FALSE,1
"DTWD1",TRUE,FALSE,FALSE,1
"DTYMK",TRUE,FALSE,FALSE,1
"DUS1L",TRUE,FALSE,FALSE,1
"DUS2",TRUE,FALSE,FALSE,1
"DUS4L",TRUE,FALSE,FALSE,1
"DUSP12",TRUE,FALSE,FALSE,1
"DUSP14",TRUE,FALSE,FALSE,1
"DUSP15",TRUE,FALSE,FALSE,1
"DUSP3",TRUE,FALSE,FALSE,1
"DUSP5",TRUE,FALSE,FALSE,1
"DUSP8",TRUE,FALSE,FALSE,1
"DVL1",TRUE,FALSE,FALSE,1
"DVL3",TRUE,FALSE,FALSE,1
"DYNC1I2",TRUE,FALSE,FALSE,1
"DYNC1LI1",TRUE,FALSE,FALSE,1
"DYNC1LI2",TRUE,FALSE,FALSE,1
"DYNC2LI1",TRUE,FALSE,FALSE,1
"DYNLL2",TRUE,FALSE,FALSE,1
"DYRK1A",TRUE,FALSE,FALSE,1
"DYRK4",TRUE,FALSE,FALSE,1
"E2F3",TRUE,FALSE,FALSE,1
"E2F4",TRUE,FALSE,FALSE,1
"E2F6",TRUE,FALSE,FALSE,1
"EAF1",TRUE,FALSE,FALSE,1
"EAPP",TRUE,FALSE,FALSE,1
"EBAG9",TRUE,FALSE,FALSE,1
"EBNA1BP2",TRUE,FALSE,FALSE,1
"EBP",TRUE,FALSE,FALSE,1
"EBPL",TRUE,FALSE,FALSE,1
"ECE2",TRUE,FALSE,FALSE,1
"ECH1",TRUE,FALSE,FALSE,1
"ECHDC3",TRUE,FALSE,FALSE,1
"ECHS1",TRUE,FALSE,FALSE,1
"ECI1",TRUE,FALSE,FALSE,1
"ECSIT",TRUE,FALSE,FALSE,1
"EDA2R",TRUE,FALSE,FALSE,1
"EDF1",TRUE,FALSE,FALSE,1
"EDN1",TRUE,FALSE,FALSE,1
"EEA1",TRUE,FALSE,FALSE,1
"EEF1E1",TRUE,FALSE,FALSE,1
"EEF2",TRUE,FALSE,FALSE,1
"EEF2KMT",TRUE,FALSE,FALSE,1
"EFNA1",TRUE,FALSE,FALSE,1
"EFNA3",TRUE,FALSE,FALSE,1
"EFNA5",TRUE,FALSE,FALSE,1
"EFNB2",TRUE,FALSE,FALSE,1
"EFTUD1",TRUE,FALSE,FALSE,1
"EFTUD2",TRUE,FALSE,FALSE,1
"EGFR",TRUE,FALSE,FALSE,1
"EGLN1",TRUE,FALSE,FALSE,1
"EGLN2",TRUE,FALSE,FALSE,1
"EHD1",TRUE,FALSE,FALSE,1
"EHD4",TRUE,FALSE,FALSE,1
"EHF",TRUE,FALSE,FALSE,1
"EI24",TRUE,FALSE,FALSE,1
"EID2",TRUE,FALSE,FALSE,1
"EID3",TRUE,FALSE,FALSE,1
"EIF1",TRUE,FALSE,FALSE,1
"EIF1AD",TRUE,FALSE,FALSE,1
"EIF1AX",TRUE,FALSE,FALSE,1
"EIF1B",TRUE,FALSE,FALSE,1
"EIF2A",TRUE,FALSE,FALSE,1
"EIF2AK1",TRUE,FALSE,FALSE,1
"EIF2AK4",TRUE,FALSE,FALSE,1
"EIF2B1",TRUE,FALSE,FALSE,1
"EIF2B2",TRUE,FALSE,FALSE,1
"EIF2B3",TRUE,FALSE,FALSE,1
"EIF2B4",TRUE,FALSE,FALSE,1
"EIF2B5",TRUE,FALSE,FALSE,1
"EIF2S1",TRUE,FALSE,FALSE,1
"EIF2S2",TRUE,FALSE,FALSE,1
"EIF3A",TRUE,FALSE,FALSE,1
"EIF3B",TRUE,FALSE,FALSE,1
"EIF3D",TRUE,FALSE,FALSE,1
"EIF3E",TRUE,FALSE,FALSE,1
"EIF3G",TRUE,FALSE,FALSE,1
"EIF3H",TRUE,FALSE,FALSE,1
"EIF3I",TRUE,FALSE,FALSE,1
"EIF3J",TRUE,FALSE,FALSE,1
"EIF3J-AS1",TRUE,FALSE,FALSE,1
"EIF3L",TRUE,FALSE,FALSE,1
"EIF3M",TRUE,FALSE,FALSE,1
"EIF4A1",TRUE,FALSE,FALSE,1
"EIF4A2",TRUE,FALSE,FALSE,1
"EIF4A3",TRUE,FALSE,FALSE,1
"EIF4B",TRUE,FALSE,FALSE,1
"EIF4E",TRUE,FALSE,FALSE,1
"EIF4E2",TRUE,FALSE,FALSE,1
"EIF4EBP1",TRUE,FALSE,FALSE,1
"EIF4EBP2",TRUE,FALSE,FALSE,1
"EIF4ENIF1",TRUE,FALSE,FALSE,1
"EIF4G1",TRUE,FALSE,FALSE,1
"EIF4G2",TRUE,FALSE,FALSE,1
"EIF4H",TRUE,FALSE,FALSE,1
"EIF5",TRUE,FALSE,FALSE,1
"EIF5AL1",TRUE,FALSE,FALSE,1
"EIF5B",TRUE,FALSE,FALSE,1
"EIF6",TRUE,FALSE,FALSE,1
"ELAC1",TRUE,FALSE,FALSE,1
"ELAC2",TRUE,FALSE,FALSE,1
"ELAVL1",TRUE,FALSE,FALSE,1
"ELF3",TRUE,FALSE,FALSE,1
"ELK1",TRUE,FALSE,FALSE,1
"ELK3",TRUE,FALSE,FALSE,1
"ELL",TRUE,FALSE,FALSE,1
"ELL2",TRUE,FALSE,FALSE,1
"ELMOD2",TRUE,FALSE,FALSE,1
"ELOF1",TRUE,FALSE,FALSE,1
"ELOVL1",TRUE,FALSE,FALSE,1
"ELOVL7",TRUE,FALSE,FALSE,1
"ELP2",TRUE,FALSE,FALSE,1
"ELP3",TRUE,FALSE,FALSE,1
"EMC1",TRUE,FALSE,FALSE,1
"EMC2",TRUE,FALSE,FALSE,1
"EMC3",TRUE,FALSE,FALSE,1
"EMC4",TRUE,FALSE,FALSE,1
"EMC6",TRUE,FALSE,FALSE,1
"EMC7",TRUE,FALSE,FALSE,1
"EMC8",TRUE,FALSE,FALSE,1
"EMC9",TRUE,FALSE,FALSE,1
"EMG1",TRUE,FALSE,FALSE,1
"EMP1",TRUE,FALSE,FALSE,1
"EMP2",TRUE,FALSE,FALSE,1
"ENAH",TRUE,FALSE,FALSE,1
"ENC1",TRUE,FALSE,FALSE,1
"ENDOG",TRUE,FALSE,FALSE,1
"ENDOV",TRUE,FALSE,FALSE,1
"ENKD1",TRUE,FALSE,FALSE,1
"ENO1",TRUE,FALSE,FALSE,1
"ENO2",TRUE,FALSE,FALSE,1
"ENOPH1",TRUE,FALSE,FALSE,1
"ENTHD2",TRUE,FALSE,FALSE,1
"ENTPD3-AS1",TRUE,FALSE,FALSE,1
"ENTPD6",TRUE,FALSE,FALSE,1
"ENTPD7",TRUE,FALSE,FALSE,1
"ENY2",TRUE,FALSE,FALSE,1
"EPB41L4A-AS1",TRUE,FALSE,FALSE,1
"EPB41L4B",TRUE,FALSE,FALSE,1
"EPB41L5",TRUE,FALSE,FALSE,1
"EPC2",TRUE,FALSE,FALSE,1
"EPCAM",TRUE,FALSE,FALSE,1
"EPHA2",TRUE,FALSE,FALSE,1
"EPHX1",TRUE,FALSE,FALSE,1
"EPN2",TRUE,FALSE,FALSE,1
"EPPK1",TRUE,FALSE,FALSE,1
"EPRS",TRUE,FALSE,FALSE,1
"EPS8",TRUE,FALSE,FALSE,1
"EPS8L1",TRUE,FALSE,FALSE,1
"EPS8L2",TRUE,FALSE,FALSE,1
"EPT1",TRUE,FALSE,FALSE,1
"ERAL1",TRUE,FALSE,FALSE,1
"ERBB3",TRUE,FALSE,FALSE,1
"ERC1",TRUE,FALSE,FALSE,1
"ERCC1",TRUE,FALSE,FALSE,1
"ERCC4",TRUE,FALSE,FALSE,1
"EREG",TRUE,FALSE,FALSE,1
"ERGIC2",TRUE,FALSE,FALSE,1
"ERI1",TRUE,FALSE,FALSE,1
"ERI2",TRUE,FALSE,FALSE,1
"ERI3",TRUE,FALSE,FALSE,1
"ERICH1",TRUE,FALSE,FALSE,1
"ERLIN1",TRUE,FALSE,FALSE,1
"ERLIN2",TRUE,FALSE,FALSE,1
"ERMARD",TRUE,FALSE,FALSE,1
"ERO1A",TRUE,FALSE,FALSE,1
"ERP44",TRUE,FALSE,FALSE,1
"ERRFI1",TRUE,FALSE,FALSE,1
"ERV3-1",TRUE,FALSE,FALSE,1
"ERVK3-1",TRUE,FALSE,FALSE,1
"ERVMER34-1",TRUE,FALSE,FALSE,1
"ESD",TRUE,FALSE,FALSE,1
"ESF1",TRUE,FALSE,FALSE,1
"ESRP1",TRUE,FALSE,FALSE,1
"ESRP2",TRUE,FALSE,FALSE,1
"ESRRA",TRUE,FALSE,FALSE,1
"ETAA1",TRUE,FALSE,FALSE,1
"ETF1",TRUE,FALSE,FALSE,1
"ETFA",TRUE,FALSE,FALSE,1
"ETFB",TRUE,FALSE,FALSE,1
"ETS2",TRUE,FALSE,FALSE,1
"EVA1B",TRUE,FALSE,FALSE,1
"EVA1C",TRUE,FALSE,FALSE,1
"EVI5",TRUE,FALSE,FALSE,1
"EWSR1",TRUE,FALSE,FALSE,1
"EXD2",TRUE,FALSE,FALSE,1
"EXOC1",TRUE,FALSE,FALSE,1
"EXOC3",TRUE,FALSE,FALSE,1
"EXOC7",TRUE,FALSE,FALSE,1
"EXOSC1",TRUE,FALSE,FALSE,1
"EXOSC10",TRUE,FALSE,FALSE,1
"EXOSC2",TRUE,FALSE,FALSE,1
"EXOSC3",TRUE,FALSE,FALSE,1
"EXOSC4",TRUE,FALSE,FALSE,1
"EXOSC5",TRUE,FALSE,FALSE,1
"EXOSC6",TRUE,FALSE,FALSE,1
"EXOSC7",TRUE,FALSE,FALSE,1
"EXOSC8",TRUE,FALSE,FALSE,1
"EXOSC9",TRUE,FALSE,FALSE,1
"EXPH5",TRUE,FALSE,FALSE,1
"EXT2",TRUE,FALSE,FALSE,1
"EXTL3",TRUE,FALSE,FALSE,1
"EYA3",TRUE,FALSE,FALSE,1
"F11R",TRUE,FALSE,FALSE,1
"F12",TRUE,FALSE,FALSE,1
"F2RL1",TRUE,FALSE,FALSE,1
"F3",TRUE,FALSE,FALSE,1
"FA2H",TRUE,FALSE,FALSE,1
"FAAP24",TRUE,FALSE,FALSE,1
"FADD",TRUE,FALSE,FALSE,1
"FADS2",TRUE,FALSE,FALSE,1
"FADS3",TRUE,FALSE,FALSE,1
"FAF2",TRUE,FALSE,FALSE,1
"FAH",TRUE,FALSE,FALSE,1
"FAHD1",TRUE,FALSE,FALSE,1
"FAIM",TRUE,FALSE,FALSE,1
"FAM103A1",TRUE,FALSE,FALSE,1
"FAM104A",TRUE,FALSE,FALSE,1
"FAM109B",TRUE,FALSE,FALSE,1
"FAM110C",TRUE,FALSE,FALSE,1
"FAM114A2",TRUE,FALSE,FALSE,1
"FAM118B",TRUE,FALSE,FALSE,1
"FAM120A",TRUE,FALSE,FALSE,1
"FAM126B",TRUE,FALSE,FALSE,1
"FAM127B",TRUE,FALSE,FALSE,1
"FAM129B",TRUE,FALSE,FALSE,1
"FAM131A",TRUE,FALSE,FALSE,1
"FAM132A",TRUE,FALSE,FALSE,1
"FAM133B",TRUE,FALSE,FALSE,1
"FAM134A",TRUE,FALSE,FALSE,1
"FAM136A",TRUE,FALSE,FALSE,1
"FAM160A1",TRUE,FALSE,FALSE,1
"FAM160A2",TRUE,FALSE,FALSE,1
"FAM168B",TRUE,FALSE,FALSE,1
"FAM174B",TRUE,FALSE,FALSE,1
"FAM175B",TRUE,FALSE,FALSE,1
"FAM184B",TRUE,FALSE,FALSE,1
"FAM189B",TRUE,FALSE,FALSE,1
"FAM193A",TRUE,FALSE,FALSE,1
"FAM195A",TRUE,FALSE,FALSE,1
"FAM200A",TRUE,FALSE,FALSE,1
"FAM200B",TRUE,FALSE,FALSE,1
"FAM204A",TRUE,FALSE,FALSE,1
"FAM207A",TRUE,FALSE,FALSE,1
"FAM208B",TRUE,FALSE,FALSE,1
"FAM20B",TRUE,FALSE,FALSE,1
"FAM210A",TRUE,FALSE,FALSE,1
"FAM214B",TRUE,FALSE,FALSE,1
"FAM215B",TRUE,FALSE,FALSE,1
"FAM219A",TRUE,FALSE,FALSE,1
"FAM229A",TRUE,FALSE,FALSE,1
"FAM25A",TRUE,FALSE,FALSE,1
"FAM27C",TRUE,FALSE,FALSE,1
"FAM32A",TRUE,FALSE,FALSE,1
"FAM35A",TRUE,FALSE,FALSE,1
"FAM3B",TRUE,FALSE,FALSE,1
"FAM3C",TRUE,FALSE,FALSE,1
"FAM41C",TRUE,FALSE,FALSE,1
"FAM46A",TRUE,FALSE,FALSE,1
"FAM46B",TRUE,FALSE,FALSE,1
"FAM50A",TRUE,FALSE,FALSE,1
"FAM50B",TRUE,FALSE,FALSE,1
"FAM57A",TRUE,FALSE,FALSE,1
"FAM58A",TRUE,FALSE,FALSE,1
"FAM60A",TRUE,FALSE,FALSE,1
"FAM71D",TRUE,FALSE,FALSE,1
"FAM71F2",TRUE,FALSE,FALSE,1
"FAM73A",TRUE,FALSE,FALSE,1
"FAM83B",TRUE,FALSE,FALSE,1
"FAM83F",TRUE,FALSE,FALSE,1
"FAM83G",TRUE,FALSE,FALSE,1
"FAM83H",TRUE,FALSE,FALSE,1
"FAM84B",TRUE,FALSE,FALSE,1
"FAM86B1",TRUE,FALSE,FALSE,1
"FAM86C1",TRUE,FALSE,FALSE,1
"FAM89B",TRUE,FALSE,FALSE,1
"FAM91A1",TRUE,FALSE,FALSE,1
"FAM96B",TRUE,FALSE,FALSE,1
"FANCF",TRUE,FALSE,FALSE,1
"FAR1",TRUE,FALSE,FALSE,1
"FARP1",TRUE,FALSE,FALSE,1
"FARSA",TRUE,FALSE,FALSE,1
"FARSB",TRUE,FALSE,FALSE,1
"FASTK",TRUE,FALSE,FALSE,1
"FASTKD2",TRUE,FALSE,FALSE,1
"FASTKD5",TRUE,FALSE,FALSE,1
"FAT1",TRUE,FALSE,FALSE,1
"FBL",TRUE,FALSE,FALSE,1
"FBLIM1",TRUE,FALSE,FALSE,1
"FBRSL1",TRUE,FALSE,FALSE,1
"FBXL12",TRUE,FALSE,FALSE,1
"FBXL19-AS1",TRUE,FALSE,FALSE,1
"FBXL2",TRUE,FALSE,FALSE,1
"FBXL3",TRUE,FALSE,FALSE,1
"FBXL6",TRUE,FALSE,FALSE,1
"FBXO17",TRUE,FALSE,FALSE,1
"FBXO18",TRUE,FALSE,FALSE,1
"FBXO2",TRUE,FALSE,FALSE,1
"FBXO21",TRUE,FALSE,FALSE,1
"FBXO22",TRUE,FALSE,FALSE,1
"FBXO25",TRUE,FALSE,FALSE,1
"FBXO28",TRUE,FALSE,FALSE,1
"FBXO3",TRUE,FALSE,FALSE,1
"FBXO30",TRUE,FALSE,FALSE,1
"FBXO32",TRUE,FALSE,FALSE,1
"FBXO45",TRUE,FALSE,FALSE,1
"FBXO7",TRUE,FALSE,FALSE,1
"FBXO8",TRUE,FALSE,FALSE,1
"FBXW2",TRUE,FALSE,FALSE,1
"FBXW7",TRUE,FALSE,FALSE,1
"FBXW9",TRUE,FALSE,FALSE,1
"FCF1",TRUE,FALSE,FALSE,1
"FDCSP",TRUE,FALSE,FALSE,1
"FDPS",TRUE,FALSE,FALSE,1
"FDX1L",TRUE,FALSE,FALSE,1
"FDXACB1",TRUE,FALSE,FALSE,1
"FEM1A",TRUE,FALSE,FALSE,1
"FEM1B",TRUE,FALSE,FALSE,1
"FEM1C",TRUE,FALSE,FALSE,1
"FEN1",TRUE,FALSE,FALSE,1
"FER",TRUE,FALSE,FALSE,1
"FERMT1",TRUE,FALSE,FALSE,1
"FERMT2",TRUE,FALSE,FALSE,1
"FEZ2",TRUE,FALSE,FALSE,1
"FGD4",TRUE,FALSE,FALSE,1
"FGD5-AS1",TRUE,FALSE,FALSE,1
"FGF12",TRUE,FALSE,FALSE,1
"FGF13",TRUE,FALSE,FALSE,1
"FGF2",TRUE,FALSE,FALSE,1
"FGF7",TRUE,FALSE,FALSE,1
"FGFR1",TRUE,FALSE,FALSE,1
"FGFRL1",TRUE,FALSE,FALSE,1
"FGGY",TRUE,FALSE,FALSE,1
"FH",TRUE,FALSE,FALSE,1
"FHDC1",TRUE,FALSE,FALSE,1
"FHL2",TRUE,FALSE,FALSE,1
"FICD",TRUE,FALSE,FALSE,1
"FIGN",TRUE,FALSE,FALSE,1
"FIP1L1",TRUE,FALSE,FALSE,1
"FIZ1",TRUE,FALSE,FALSE,1
"FJX1",TRUE,FALSE,FALSE,1
"FKBP14",TRUE,FALSE,FALSE,1
"FKBP1B",TRUE,FALSE,FALSE,1
"FKBP2",TRUE,FALSE,FALSE,1
"FKBP3",TRUE,FALSE,FALSE,1
"FKBP4",TRUE,FALSE,FALSE,1
"FKBPL",TRUE,FALSE,FALSE,1
"FKRP",TRUE,FALSE,FALSE,1
"FLAD1",TRUE,FALSE,FALSE,1
"FLCN",TRUE,FALSE,FALSE,1
"FLII",TRUE,FALSE,FALSE,1
"FLNB",TRUE,FALSE,FALSE,1
"FLOT1",TRUE,FALSE,FALSE,1
"FLRT3",TRUE,FALSE,FALSE,1
"FN3KRP",TRUE,FALSE,FALSE,1
"FNBP1L",TRUE,FALSE,FALSE,1
"FNBP4",TRUE,FALSE,FALSE,1
"FNDC3A",TRUE,FALSE,FALSE,1
"FNDC3B",TRUE,FALSE,FALSE,1
"FNDC4",TRUE,FALSE,FALSE,1
"FNIP1",TRUE,FALSE,FALSE,1
"FNTA",TRUE,FALSE,FALSE,1
"FNTB",TRUE,FALSE,FALSE,1
"FOPNL",TRUE,FALSE,FALSE,1
"FOSL1",TRUE,FALSE,FALSE,1
"FOXA1",TRUE,FALSE,FALSE,1
"FOXK1",TRUE,FALSE,FALSE,1
"FOXK2",TRUE,FALSE,FALSE,1
"FOXO3",TRUE,FALSE,FALSE,1
"FOXRED1",TRUE,FALSE,FALSE,1
"FRA10AC1",TRUE,FALSE,FALSE,1
"FRG1",TRUE,FALSE,FALSE,1
"FRK",TRUE,FALSE,FALSE,1
"FRMD6",TRUE,FALSE,FALSE,1
"FRMD6-AS1",TRUE,FALSE,FALSE,1
"FRS2",TRUE,FALSE,FALSE,1
"FSD1L",TRUE,FALSE,FALSE,1
"FSTL3",TRUE,FALSE,FALSE,1
"FTH1",TRUE,FALSE,FALSE,1
"FTSJ1",TRUE,FALSE,FALSE,1
"FTSJ2",TRUE,FALSE,FALSE,1
"FTSJ3",TRUE,FALSE,FALSE,1
"FUBP1",TRUE,FALSE,FALSE,1
"FUBP3",TRUE,FALSE,FALSE,1
"FUCA2",TRUE,FALSE,FALSE,1
"FUNDC1",TRUE,FALSE,FALSE,1
"FUT2",TRUE,FALSE,FALSE,1
"FUT3",TRUE,FALSE,FALSE,1
"FXR1",TRUE,FALSE,FALSE,1
"FXR2",TRUE,FALSE,FALSE,1
"FXYD3",TRUE,FALSE,FALSE,1
"FYTTD1",TRUE,FALSE,FALSE,1
"FZD1",TRUE,FALSE,FALSE,1
"FZR1",TRUE,FALSE,FALSE,1
"G0S2",TRUE,FALSE,FALSE,1
"G2E3",TRUE,FALSE,FALSE,1
"G3BP1",TRUE,FALSE,FALSE,1
"GABARAPL1",TRUE,FALSE,FALSE,1
"GABPA",TRUE,FALSE,FALSE,1
"GABPB1",TRUE,FALSE,FALSE,1
"GABRB3",TRUE,FALSE,FALSE,1
"GABRE",TRUE,FALSE,FALSE,1
"GADD45A",TRUE,FALSE,FALSE,1
"GADD45G",TRUE,FALSE,FALSE,1
"GADD45GIP1",TRUE,FALSE,FALSE,1
"GAL",TRUE,FALSE,FALSE,1
"GALE",TRUE,FALSE,FALSE,1
"GALK2",TRUE,FALSE,FALSE,1
"GALNT3",TRUE,FALSE,FALSE,1
"GALNT7",TRUE,FALSE,FALSE,1
"GALR2",TRUE,FALSE,FALSE,1
"GAN",TRUE,FALSE,FALSE,1
"GANAB",TRUE,FALSE,FALSE,1
"GAPVD1",TRUE,FALSE,FALSE,1
"GAR1",TRUE,FALSE,FALSE,1
"GAREM1",TRUE,FALSE,FALSE,1
"GARS",TRUE,FALSE,FALSE,1
"GART",TRUE,FALSE,FALSE,1
"GAS2L3",TRUE,FALSE,FALSE,1
"GAS8",TRUE,FALSE,FALSE,1
"GATAD1",TRUE,FALSE,FALSE,1
"GATAD2A",TRUE,FALSE,FALSE,1
"GATB",TRUE,FALSE,FALSE,1
"GATC",TRUE,FALSE,FALSE,1
"GBE1",TRUE,FALSE,FALSE,1
"GBF1",TRUE,FALSE,FALSE,1
"GCAT",TRUE,FALSE,FALSE,1
"GCC1",TRUE,FALSE,FALSE,1
"GCC2",TRUE,FALSE,FALSE,1
"GCLC",TRUE,FALSE,FALSE,1
"GCLM",TRUE,FALSE,FALSE,1
"GCN1",TRUE,FALSE,FALSE,1
"GCNT2",TRUE,FALSE,FALSE,1
"GCSH",TRUE,FALSE,FALSE,1
"GDAP2",TRUE,FALSE,FALSE,1
"GDE1",TRUE,FALSE,FALSE,1
"GDF15",TRUE,FALSE,FALSE,1
"GEMIN2",TRUE,FALSE,FALSE,1
"GEMIN4",TRUE,FALSE,FALSE,1
"GEMIN5",TRUE,FALSE,FALSE,1
"GEMIN6",TRUE,FALSE,FALSE,1
"GEMIN7",TRUE,FALSE,FALSE,1
"GFER",TRUE,FALSE,FALSE,1
"GFM1",TRUE,FALSE,FALSE,1
"GFOD2",TRUE,FALSE,FALSE,1
"GFPT1",TRUE,FALSE,FALSE,1
"GGA1",TRUE,FALSE,FALSE,1
"GGA2",TRUE,FALSE,FALSE,1
"GGCT",TRUE,FALSE,FALSE,1
"GGNBP2",TRUE,FALSE,FALSE,1
"GGPS1",TRUE,FALSE,FALSE,1
"GHITM",TRUE,FALSE,FALSE,1
"GID4",TRUE,FALSE,FALSE,1
"GID8",TRUE,FALSE,FALSE,1
"GIGYF2",TRUE,FALSE,FALSE,1
"GIN1",TRUE,FALSE,FALSE,1
"GINM1",TRUE,FALSE,FALSE,1
"GIPC1",TRUE,FALSE,FALSE,1
"GJB3",TRUE,FALSE,FALSE,1
"GJC3",TRUE,FALSE,FALSE,1
"GLB1L",TRUE,FALSE,FALSE,1
"GLIS3",TRUE,FALSE,FALSE,1
"GLO1",TRUE,FALSE,FALSE,1
"GLOD4",TRUE,FALSE,FALSE,1
"GLRB",TRUE,FALSE,FALSE,1
"GLRX2",TRUE,FALSE,FALSE,1
"GLRX3",TRUE,FALSE,FALSE,1
"GLRX5",TRUE,FALSE,FALSE,1
"GLTP",TRUE,FALSE,FALSE,1
"GLTSCR2",TRUE,FALSE,FALSE,1
"GLYR1",TRUE,FALSE,FALSE,1
"GMEB1",TRUE,FALSE,FALSE,1
"GMEB2",TRUE,FALSE,FALSE,1
"GMFB",TRUE,FALSE,FALSE,1
"GMPPA",TRUE,FALSE,FALSE,1
"GMPPB",TRUE,FALSE,FALSE,1
"GMPS",TRUE,FALSE,FALSE,1
"GNA11",TRUE,FALSE,FALSE,1
"GNA13",TRUE,FALSE,FALSE,1
"GNA15",TRUE,FALSE,FALSE,1
"GNAI1",TRUE,FALSE,FALSE,1
"GNAI3",TRUE,FALSE,FALSE,1
"GNAS",TRUE,FALSE,FALSE,1
"GNB1",TRUE,FALSE,FALSE,1
"GNB2",TRUE,FALSE,FALSE,1
"GNG12",TRUE,FALSE,FALSE,1
"GNG5",TRUE,FALSE,FALSE,1
"GNL2",TRUE,FALSE,FALSE,1
"GNL3",TRUE,FALSE,FALSE,1
"GNL3L",TRUE,FALSE,FALSE,1
"GNPAT",TRUE,FALSE,FALSE,1
"GNPDA1",TRUE,FALSE,FALSE,1
"GNPNAT1",TRUE,FALSE,FALSE,1
"GOLGA2",TRUE,FALSE,FALSE,1
"GOLGA3",TRUE,FALSE,FALSE,1
"GOLGA4",TRUE,FALSE,FALSE,1
"GOLGA5",TRUE,FALSE,FALSE,1
"GOLGA7",TRUE,FALSE,FALSE,1
"GOLGA7B",TRUE,FALSE,FALSE,1
"GOLGB1",TRUE,FALSE,FALSE,1
"GOLM1",TRUE,FALSE,FALSE,1
"GOLPH3L",TRUE,FALSE,FALSE,1
"GOLT1A",TRUE,FALSE,FALSE,1
"GOLT1B",TRUE,FALSE,FALSE,1
"GON4L",TRUE,FALSE,FALSE,1
"GORAB",TRUE,FALSE,FALSE,1
"GORASP1",TRUE,FALSE,FALSE,1
"GORASP2",TRUE,FALSE,FALSE,1
"GOSR1",TRUE,FALSE,FALSE,1
"GOSR2",TRUE,FALSE,FALSE,1
"GOT1",TRUE,FALSE,FALSE,1
"GOT2",TRUE,FALSE,FALSE,1
"GPALPP1",TRUE,FALSE,FALSE,1
"GPANK1",TRUE,FALSE,FALSE,1
"GPAT3",TRUE,FALSE,FALSE,1
"GPAT4",TRUE,FALSE,FALSE,1
"GPATCH1",TRUE,FALSE,FALSE,1
"GPATCH11",TRUE,FALSE,FALSE,1
"GPATCH2",TRUE,FALSE,FALSE,1
"GPATCH2L",TRUE,FALSE,FALSE,1
"GPATCH3",TRUE,FALSE,FALSE,1
"GPATCH4",TRUE,FALSE,FALSE,1
"GPATCH8",TRUE,FALSE,FALSE,1
"GPBP1L1",TRUE,FALSE,FALSE,1
"GPC1",TRUE,FALSE,FALSE,1
"GPD2",TRUE,FALSE,FALSE,1
"GPKOW",TRUE,FALSE,FALSE,1
"GPM6B",TRUE,FALSE,FALSE,1
"GPN1",TRUE,FALSE,FALSE,1
"GPN2",TRUE,FALSE,FALSE,1
"GPN3",TRUE,FALSE,FALSE,1
"GPR107",TRUE,FALSE,FALSE,1
"GPR39",TRUE,FALSE,FALSE,1
"GPR87",TRUE,FALSE,FALSE,1
"GPR89A",TRUE,FALSE,FALSE,1
"GPRC5A",TRUE,FALSE,FALSE,1
"GPRC5C",TRUE,FALSE,FALSE,1
"GPSM1",TRUE,FALSE,FALSE,1
"GPT2",TRUE,FALSE,FALSE,1
"GPX3",TRUE,FALSE,FALSE,1
"GPX4",TRUE,FALSE,FALSE,1
"GRB10",TRUE,FALSE,FALSE,1
"GRB7",TRUE,FALSE,FALSE,1
"GREB1L",TRUE,FALSE,FALSE,1
"GRHL1",TRUE,FALSE,FALSE,1
"GRHL3",TRUE,FALSE,FALSE,1
"GRHPR",TRUE,FALSE,FALSE,1
"GRPEL1",TRUE,FALSE,FALSE,1
"GRPEL2",TRUE,FALSE,FALSE,1
"GRTP1",TRUE,FALSE,FALSE,1
"GRWD1",TRUE,FALSE,FALSE,1
"GS1-124K5.11",TRUE,FALSE,FALSE,1
"GS1-259H13.2",TRUE,FALSE,FALSE,1
"GSE1",TRUE,FALSE,FALSE,1
"GSK3A",TRUE,FALSE,FALSE,1
"GSK3B",TRUE,FALSE,FALSE,1
"GSKIP",TRUE,FALSE,FALSE,1
"GSN",TRUE,FALSE,FALSE,1
"GSPT1",TRUE,FALSE,FALSE,1
"GSTM3",TRUE,FALSE,FALSE,1
"GSTO1",TRUE,FALSE,FALSE,1
"GSTO2",TRUE,FALSE,FALSE,1
"GSTZ1",TRUE,FALSE,FALSE,1
"GTF2A2",TRUE,FALSE,FALSE,1
"GTF2E1",TRUE,FALSE,FALSE,1
"GTF2E2",TRUE,FALSE,FALSE,1
"GTF2F1",TRUE,FALSE,FALSE,1
"GTF2F2",TRUE,FALSE,FALSE,1
"GTF2H1",TRUE,FALSE,FALSE,1
"GTF2H2",TRUE,FALSE,FALSE,1
"GTF2H3",TRUE,FALSE,FALSE,1
"GTF2H5",TRUE,FALSE,FALSE,1
"GTF2IRD1",TRUE,FALSE,FALSE,1
"GTF2IRD2",TRUE,FALSE,FALSE,1
"GTF3C2",TRUE,FALSE,FALSE,1
"GTF3C3",TRUE,FALSE,FALSE,1
